stock,name,sector,industry,ticker,p/e,d/e_market,d/e,Sales Growth 5yr cagr,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,EY,Earnings Growth 5yr cagr,,PEG,no. shares (cr),Current Price,market cap,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,high,low,mean,median,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
KHAITANLTD.NS,Khaitan (India) Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",KHAITANLTD.NS,8.01,0.20,0.52,14.09,4.25,13.32,29.31,9.93,17.96,1.72,1.42,4.14,0.00,100.00,2.01,3.87,4.14,1.42,2.01,100.00,2.93,2.41,57125745.00,48683000.00,194001537.00,3.40,9.99,13.50,-1.00,,-1.00,0.48,108.80,516800000.00,0.57,441966000.00,-13074719.00,1745000.00,61757719.00,88.49,46938000.00,67.25,0.00,51.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1.27,516800000.00,69793000.00,776087000.00,707575000.00,433725000.00,202446956.00,105476000.00,22333000.00,162737000.00,330810000.00,-168073000.00,48683000.00,1745000.00,0.00,3467000.00,22807000.00,1720000.00,4750000.00,441966000.00,0.00,83143000.00,0.63,0.00,0.00,0.00,108.80,57713730.67,29993433.00,,,,,868990.00,305740.00,94320000.00,203315946.00,0.52,286458946.00,32.13,34.33
KCP.NS,The KCP Limited,Basic Materials,Building Materials,KCP.NS,14.54,0.21,0.38,6.21,4.52,9.26,10.00,4.96,11.59,2.47,2.52,4.78,44.97,55.03,8.73,-2.11,4.78,2.52,8.73,55.03,8.02,-1.11,5654906000.00,1600200000.00,3327566000.00,0.59,5.20,5.67,-7.87,,-1.85,12.89,201.18,25936326780.00,1.03,12893500000.00,4087600000.00,2023600000.00,-2487400000.00,-169.11,-423400000.00,-28.79,4.42,2596.31,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,-1.55,25963083776.00,1470900000.00,25198600000.00,30985600000.00,11473200000.00,14102900000.00,5421500000.00,2083100000.00,19083400000.00,7627200000.00,11456200000.00,1600200000.00,2023600000.00,1146900000.00,849500000.00,312700000.00,-27700000.00,128921000.00,10950200000.00,1943300000.00,3338400000.00,0.51,0.02,0.04,7.00,201.18,2451966666.67,1257933333.33,,,,,710113600.00,181626800.00,2959273200.00,14813013600.00,0.37,18151413600.00,16.48,9.93
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,M&M.NS,27.30,0.31,1.89,20.73,5.18,18.77,18.05,5.03,14.67,5.35,5.21,8.41,15.58,84.42,18.31,18.73,8.41,5.21,18.31,84.42,2.78,26.24,410565600000.00,31758100000.00,-2806100000.00,-0.01,5.47,3.19,25.10,,1.09,121.70,3330.80,4053617067878.40,2.39,358275800000.00,81412000000.00,103919500000.00,-49653900000.00,-38.40,-72161400000.00,-55.81,0.58,405361.71,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.56,4053617082368.00,129291000000.00,1556452600000.00,2775862700000.00,1884882700000.00,661905500000.00,1249493100000.00,15982100000.00,1265732700000.00,903220100000.00,362512600000.00,31758100000.00,103919500000.00,23485500000.00,55581800000.00,88537900000.00,50064500000.00,1217010048.00,308312000000.00,49963800000.00,1233511000000.00,0.24,0.50,0.66,349.00,3330.80,236683033333.33,114930800000.00,4400.00,3030.00,3660.66,3665.00,,,,,,,,
KAMATHOTEL.NS,Kamat Hotels (India) Limited,Consumer Cyclical,Lodging,KAMATHOTEL.NS,24.65,0.30,1.72,70.93,13.20,-562.45,24.93,7.31,32.34,0.76,0.64,36.92,0.00,100.00,4.66,19.09,36.92,0.64,4.66,100.00,1.26,16.84,2987642000.00,718564000.00,2197471000.00,0.74,7.36,5.06,-1.00,,-1.00,2.95,300.79,8867319279.00,2.39,4042709000.00,524827000.00,72049000.00,193737000.00,43.20,646515000.00,144.16,0.00,886.73,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.27,8867319808.00,448472000.00,2875122000.00,6177584000.00,4121263000.00,1540889000.00,2651018000.00,294040000.00,819364000.00,1319043000.00,-499679000.00,718564000.00,72049000.00,0.00,176761000.00,587216000.00,90811000.00,29480100.00,3945847000.00,96862000.00,2356978000.00,0.59,0.05,0.13,1.00,300.79,1550587333.33,1116860333.33,,,,,,,,,,,,
TCI.NS,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics,TCI.NS,20.19,0.03,0.12,11.26,15.67,19.68,19.83,15.62,19.39,3.98,4.29,8.77,17.23,82.77,12.98,18.17,8.77,4.29,12.98,82.77,18.33,9.44,13701240000.00,3591900000.00,13876630000.00,1.01,16.49,4.79,12.53,,1.61,7.67,1121.90,86046813060.00,1.87,15725130000.00,5786190000.00,3540310000.00,-2194290000.00,-53.21,51590000.00,1.25,0.90,8604.68,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.61,86046818304.00,4123810000.00,44876670000.00,27796490000.00,5885910000.00,20038230000.00,2418600000.00,576000000.00,12583920000.00,3648040000.00,8935880000.00,3591900000.00,3540310000.00,774160000.00,1178250000.00,189970000.00,433880000.00,76697400.00,12668520000.00,3056610000.00,1842600000.00,0.71,0.12,0.43,25.00,1121.90,4169430000.00,3601720000.00,1500.00,1281.00,1365.78,1353.00,,,,,,,,
JPPOWER.NS,Jaiprakash Power Ventures Limited,Utilities,Utilities—Independent Power Producers,JPPOWER.NS,22.56,0.31,0.33,5.71,3.62,5.57,6.85,4.64,8.71,0.41,0.44,10.33,0.00,100.00,3.43,1.12,10.33,0.44,3.43,100.00,3.57,33.07,19984000000.00,17142800000.00,52539900000.00,2.63,4.70,6.58,108.64,,0.21,685.35,18.05,123704952422.40,2.34,134968500000.00,3451300000.00,2427500000.00,13691500000.00,168.29,14715300000.00,180.88,0.00,12370.50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.80,123704950784.00,8135500000.00,54621600000.00,177856000000.00,55044000000.00,114676300000.00,37782500000.00,4900000.00,38173900000.00,15824500000.00,22349400000.00,17142800000.00,2427500000.00,0.00,4702000000.00,3973900000.00,4020600000.00,6853459968.00,130963300000.00,4005200000.00,37777600000.00,0.34,0.16,0.25,31.00,18.05,13601566666.67,6303066666.67,,,,,,,,,,,,
CMSINFO.NS,CMS Info Systems Limited,Industrials,Specialty Business Services,CMSINFO.NS,19.25,0.03,0.10,15.11,14.17,19.52,17.68,12.89,22.80,3.36,3.28,15.40,22.14,77.86,22.07,17.32,15.40,3.28,22.07,77.86,25.57,25.19,12408720000.00,4825280000.00,15856960000.00,1.28,14.01,5.23,14.78,,1.30,16.45,432.85,71192134587.20,2.91,9517280000.00,4517120000.00,1543370000.00,308160000.00,8.27,3281910000.00,88.12,1.49,7128.00,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.06,71280009216.00,3724570000.00,24245320000.00,31199240000.00,8534100000.00,19467590000.00,1895340000.00,802650000.00,18090300000.00,6900700000.00,11189600000.00,4825280000.00,1543370000.00,1063160000.00,1614320000.00,181970000.00,1253820000.00,164472992.00,7991800000.00,1525480000.00,1092690000.00,0.08,0.48,0.52,57.00,432.85,4733123333.33,3389446666.67,620.00,510.00,577.67,590.50,,,,,,,,
JKIL.NS,J. Kumar Infraprojects Limited,Industrials,Engineering & Construction,JKIL.NS,11.88,0.15,0.27,17.30,7.15,13.17,13.84,7.54,18.74,5.04,4.64,6.73,8.01,91.99,15.51,13.19,6.73,4.64,15.51,91.99,4.24,27.08,12022444000.00,3760484000.00,13150933000.00,1.09,8.31,8.07,23.86,,0.50,7.57,640.30,48448622211.20,0.82,12763670000.00,2521546000.00,2345536000.00,1238938000.00,31.67,1414948000.00,36.17,0.62,4845.98,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.33,48459825152.00,3912072000.00,56934877000.00,56653447000.00,26582402000.00,26440929000.00,7044547000.00,9586360000.00,39717369000.00,22653598000.00,17063771000.00,3760484000.00,2345536000.00,302662000.00,1688324000.00,1550869000.00,1450327000.00,75665504.00,11787764000.00,975906000.00,-2541813000.00,0.54,0.13,0.29,27.00,640.30,5598466666.67,3321226333.33,1052.00,875.00,951.80,958.00,,,,,,,,
JINDALSAW.NS,Jindal Saw Limited,Basic Materials,Steel,JINDALSAW.NS,7.35,0.38,0.48,16.44,5.74,12.20,16.17,8.32,18.00,2.33,2.45,6.93,7.70,92.30,6.28,9.40,6.93,2.45,6.28,92.30,5.93,37.93,44710950000.00,23351640000.00,66173738000.00,1.48,8.27,13.77,61.53,,0.12,63.72,198.17,126267189390.72,0.63,106677608000.00,11295802000.00,10313357000.00,12055838000.00,69.35,13038283000.00,75.00,1.01,12626.72,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.52,126267187200.00,17383664000.00,200396241000.00,207789948000.00,98249129000.00,100933292000.00,48249772000.00,6448600000.00,101054136000.00,69832890000.00,31221246000.00,23351640000.00,10313357000.00,1273404000.00,6020597000.00,4686203000.00,8909173000.00,637166016.00,99715403000.00,6962205000.00,41801172000.00,0.64,0.10,0.28,66.00,198.17,22657840333.33,13531153000.00,404.00,272.00,324.67,298.00,,,,,,,,
JAIPURKURT.NS,Nandani Creation Limited,Consumer Cyclical,Apparel Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGRAN.NS,Jagran Prakashan Limited,Communication Services,Publishing,JAGRAN.NS,9.94,0.12,0.10,5.33,5.84,9.01,6.76,4.69,10.23,4.59,4.30,9.14,67.94,32.06,24.84,-12.24,9.14,4.30,24.84,32.06,10.32,31.24,7369813000.00,2239445000.00,11143567000.00,1.51,4.59,8.38,-10.55,,-0.94,21.77,71.77,15621027580.00,0.82,4081289000.00,794846000.00,552186000.00,1444599000.00,110.34,1687259000.00,128.87,6.97,1562.10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.65,15621026816.00,1309269000.00,18881314000.00,27341634000.00,6596809000.00,19281729000.00,1857160000.00,780232000.00,14938650000.00,5133758000.00,9804892000.00,2239445000.00,552186000.00,1088271000.00,1078290000.00,214498000.00,426785000.00,217654000.00,3991440000.00,89849000.00,1076928000.00,0.69,0.08,0.27,12.00,71.77,2332753666.67,1715013666.67,79.00,79.00,79.00,79.00,,,,,,,,
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities—Independent Power Producers,ADANIPOWER.NS,18.98,0.17,0.91,26.61,16.26,42.41,26.01,12.61,22.36,0.77,0.72,30.96,0.00,100.00,5.78,16.53,30.96,0.72,5.78,100.00,5.78,22.07,494057800000.00,215011100000.00,543345200000.00,1.10,14.01,5.67,49.72,,0.38,385.69,592.10,2283694192947.20,4.13,932358900000.00,328818200000.00,115590400000.00,-113807100000.00,-87.96,99420700000.00,76.84,0.00,228369.42,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.53,2283694194688.00,129387700000.00,561318200000.00,1129175700000.00,552440100000.00,431450300000.00,393562900000.00,5436200000.00,263292300000.00,164409900000.00,98882400000.00,215011100000.00,115590400000.00,0.00,43088800000.00,30726100000.00,36099000000.00,3856940032.00,811314700000.00,121044200000.00,388126700000.00,0.73,0.17,0.61,103.00,592.10,180059733333.33,148314000000.00,690.00,601.00,653.33,669.00,,,,,,,,
INDUSTOWER.NS,Indus Towers Limited,Communication Services,Telecom Services,INDUSTOWER.NS,9.32,0.23,0.78,2.81,10.93,22.62,33.36,16.69,20.50,0.71,0.79,20.42,-1.00,101.00,16.23,0.13,20.42,0.79,16.23,-1.00,7.77,24.50,243810000000.00,196450000000.00,482531000000.00,1.98,17.78,10.99,16.41,,0.57,263.73,342.55,903390003942.40,2.93,454763000000.00,117098000000.00,67840000000.00,79352000000.00,79.90,128610000000.00,129.49,-1.00,90351.67,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.40,903516717056.00,99317000000.00,301228000000.00,631702000000.00,306719000000.00,270388000000.00,211558000000.00,9286000000.00,129298000000.00,97868000000.00,31430000000.00,196450000000.00,67840000000.00,-1.00,64021000000.00,18579000000.00,32220000000.00,2637250048.00,449091000000.00,5672000000.00,202272000000.00,0.50,0.30,0.59,232.00,342.55,98088666666.67,60026333333.33,595.00,300.00,404.83,390.00,,,,,,,,
INDUSINDBK.NS,IndusInd Bank Limited,Financial Services,Banks—Regional,INDUSINDBK.NS,58.41,0.91,0.85,6.63,1.35,10.98,4.02,0.48,0.00,11.09,12.48,22.93,23.61,76.39,21.15,197.34,22.93,12.48,21.15,76.39,0.00,26.95,238013758000.00,182777900000.00,55829926000.00,0.23,0.50,4.37,-18.93,,-3.09,77.91,756.40,589293062195.20,3.31,-1.00,-1.00,7309900000.00,-1.00,-1.00,175468000000.00,681.29,2.18,58929.31,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-1.00,589293092864.00,25755400000.00,267217500000.00,5541071100000.00,4892714300000.00,632075634000.00,537035500000.00,0.00,0.00,0.00,0.00,182777900000.00,7309900000.00,12849000000.00,5322700000.00,296363500000.00,9503400000.00,779075968.00,24963600000.00,-1.00,0.00,0.17,0.49,0.59,184.00,756.40,0.00,63321126000.00,1266.00,534.00,774.38,750.00,,,,,,,,
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,ITC.NS,25.32,0.00,0.00,7.51,28.39,35.24,48.08,38.63,35.46,3.22,2.87,34.74,76.26,23.74,7.55,16.16,34.74,2.87,7.55,23.74,536.91,25.59,896397300000.00,176270400000.00,694589600000.00,0.77,37.84,6.88,30.97,,0.82,1252.67,403.35,5052644251392.00,6.39,203329600000.00,-80245300000.00,22787000000.00,256515700000.00,73.82,153483400000.00,44.17,3.52,505264.42,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1.46,5052644196352.00,347466300000.00,746533200000.00,880906800000.00,176927400000.00,745070000000.00,2848400000.00,13718500000.00,438932800000.00,143341100000.00,295591700000.00,176270400000.00,22787000000.00,177822200000.00,19505800000.00,450600000.00,68904700000.00,12526699520.00,191718700000.00,11610900000.00,-10870100000.00,0.29,0.49,0.69,197.00,403.35,264565700000.00,247990233333.33,567.00,425.00,494.22,490.00,4299420000.00,1629160000.00,269720000000.00,749369420000.00,0.00,738499320000.00,27.18,46.37
IMFA.NS,Indian Metals and Ferro Alloys Limited,Basic Materials,Other Industrial Metals & Mining,IMFA.NS,13.00,0.08,0.18,-0.40,11.00,15.61,17.01,12.44,21.42,2.38,2.42,12.00,33.62,66.38,7.24,12.04,12.00,2.42,7.24,66.38,20.74,26.22,14547900000.00,5853500000.00,15858600000.00,1.09,13.00,8.14,-9.28,,-1.40,5.40,862.20,46519225020.00,1.83,11665500000.00,1152400000.00,1158000000.00,4701100000.00,124.13,4695500000.00,123.98,4.14,4651.92,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.80,46519226368.00,3787200000.00,25346300000.00,31774400000.00,8203100000.00,21046600000.00,3886200000.00,1527100000.00,19348600000.00,7186700000.00,12161900000.00,5853500000.00,1158000000.00,1927400000.00,546000000.00,230300000.00,1347900000.00,53954100.00,10921600000.00,743900000.00,2359100000.00,0.74,0.01,0.02,9.00,862.20,4774033333.33,3158500000.00,,,,,,,,,,,,
IIFL.NS,IIFL Finance Limited,Financial Services,Credit Services,IIFL.NS,62.55,2.69,4.84,12.74,2.31,14.76,3.29,0.58,0.00,9.25,10.46,21.17,10.95,89.05,28.06,169.22,21.17,10.46,28.06,89.05,0.00,18.22,48305000000.00,-47808300000.00,-169383700000.00,-3.51,0.61,1.98,-33.20,,-1.88,42.50,450.35,191394700452.80,3.33,6528500000.00,1330400000.00,607000000.00,-49138700000.00,-1297.32,-48415300000.00,-1278.22,-1.00,19139.47,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.03,191394709504.00,3787700000.00,57631800000.00,676441900000.00,536892200000.00,106369900000.00,515333600000.00,0.00,0.00,0.00,0.00,-47808300000.00,607000000.00,-1.00,1885700000.00,41695200000.00,1288500000.00,424991008.00,6305200000.00,223300000.00,0.00,0.47,0.25,0.48,59.00,450.35,0.00,12142033333.33,550.00,465.00,526.25,545.00,,,,,,,,
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,Healthcare,Medical Care Facilities,INDRAMEDCO.NS,24.79,0.01,0.07,16.31,18.93,27.78,29.97,20.44,30.41,3.83,3.87,9.97,24.68,75.32,13.11,15.94,9.97,3.87,13.11,75.32,31.89,25.58,4297200000.00,1567500000.00,5956700000.00,1.39,22.26,3.87,40.07,,0.62,9.17,453.25,41550787250.00,3.03,3925100000.00,850100000.00,363300000.00,717400000.00,44.56,1204200000.00,74.80,0.98,4157.82,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.46,41578209280.00,1609900000.00,13563600000.00,8516200000.00,2549400000.00,4777600000.00,327600000.00,166000000.00,4311300000.00,1787100000.00,2524200000.00,1567500000.00,363300000.00,407300000.00,443300000.00,62700000.00,553300000.00,91673000.00,3599900000.00,325200000.00,161600000.00,0.58,0.03,0.07,11.00,453.25,1701333333.33,1237000000.00,590.00,590.00,590.00,590.00,,,,,,,,
HYBRIDFIN.NS,Hybrid Financial Services Limited,Financial Services,Capital Markets,HYBRIDFIN.NS,13.98,0.03,0.05,18.02,4.57,6.86,11.09,7.85,4.97,15.62,9.68,43.64,1.93,98.07,21.10,393.10,43.64,9.68,21.10,98.07,110.42,0.56,79167000.00,-36359000.00,-16899000.00,-0.21,8.01,8.55,33.21,,0.42,2.94,15.24,448609212.00,6.82,3396000.00,665000.00,473000.00,-37024000.00,-96.49,-36832000.00,-95.99,0.05,44.86,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.02,448609216.00,38369000.00,56120000.00,498662000.00,106730000.00,300145000.00,14006000.00,1801000.00,210640000.00,16638000.00,194002000.00,-36359000.00,473000.00,210000.00,1058000.00,226000.00,218000.00,29436300.00,3396000.00,0.00,12205000.00,0.64,0.00,0.00,0.00,15.24,22499333.33,20944666.67,,,,,,,,,,,,
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,HINDALCO.NS,9.27,0.41,0.60,6.92,5.13,11.90,13.92,6.43,11.12,2.22,2.36,5.34,6.75,93.25,7.87,3.89,5.34,2.36,7.87,93.25,7.65,28.36,499830000000.00,244100000000.00,845120000000.00,1.69,6.90,10.21,5.29,,1.75,222.07,705.70,1567176285747.20,0.64,1436360000000.00,329820000000.00,206490000000.00,-85720000000.00,-53.57,37610000000.00,23.50,0.50,156717.63,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-0.35,1567176261632.00,160010000000.00,2370220000000.00,2659910000000.00,1422700000000.00,1061460000000.00,639290000000.00,28350000000.00,1019590000000.00,655160000000.00,364430000000.00,244100000000.00,206490000000.00,7780000000.00,78810000000.00,33290000000.00,63350000000.00,2220740096.00,1141620000000.00,294740000000.00,610940000000.00,0.37,0.42,0.66,267.00,705.70,201013333333.33,120843333333.33,875.00,600.00,746.89,741.00,23494000000.00,6534000000.00,259196000000.00,1084954000000.00,0.59,1695894000000.00,10.95,14.75
KSL.NS,Kalyani Steels Limited,Basic Materials,Steel,KSL.NS,13.97,0.12,0.26,5.31,8.95,13.91,14.35,9.66,17.80,1.76,2.41,11.63,20.24,79.76,7.06,15.31,11.63,2.41,7.06,79.76,17.49,26.01,9149620000.00,3818330000.00,8416210000.00,0.92,9.96,6.90,1.79,,7.79,4.37,850.50,37126961550.00,1.89,15481970000.00,1153930000.00,251090000.00,2664400000.00,103.98,3567240000.00,139.22,1.18,3712.70,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.70,37126963200.00,2562360000.00,19571330000.00,27321350000.00,8405680000.00,16798390000.00,4375970000.00,303570000.00,15411370000.00,7891170000.00,7520200000.00,3818330000.00,251090000.00,436530000.00,633880000.00,177270000.00,900610000.00,43653100.00,11128130000.00,4353840000.00,4072400000.00,0.65,0.12,0.34,11.00,850.50,3249423333.33,2240156666.67,,,,,,,,,,,,
GSPL.NS,Gujarat State Petronet Limited,Utilities,Utilities—Regulated Gas,GSPL.NS,15.93,0.01,0.01,-1.03,8.26,15.05,9.89,5.57,17.94,1.45,1.52,8.37,27.26,72.74,5.75,3.52,8.37,1.52,5.75,72.74,53.04,26.71,60503810000.00,27408475000.00,116322279000.00,1.92,5.83,6.65,-12.15,,-1.31,56.42,296.30,167175721670.40,1.00,132044446000.00,2759470000.00,9759234000.00,24649005000.00,221.85,17649241000.00,158.85,2.75,16728.74,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.90,167287422976.00,11110844000.00,173701138000.00,208069844000.00,52518270000.00,108248684000.00,1381274000.00,2317972000.00,55976292000.00,35322211000.00,20654081000.00,27408475000.00,9759234000.00,4601254000.00,7088667000.00,373685000.00,5967540000.00,564211008.00,120986252000.00,11058194000.00,-936698000.00,0.49,0.36,0.70,68.00,296.30,28022575666.67,14707015666.67,465.00,270.00,358.24,348.00,,,,,,,,
GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,Steel,GPIL.NS,19.58,0.02,0.07,0.17,15.71,20.51,17.27,13.87,25.15,1.83,2.11,15.35,9.90,90.10,5.29,23.93,15.35,2.11,5.29,90.10,18.75,25.55,40070777000.00,8954600000.00,42636513000.00,1.06,14.64,5.26,-15.93,,-1.23,64.69,238.45,154254014627.20,2.87,35106000000.00,3961288000.00,5382400000.00,4993312000.00,61.52,3572200000.00,44.01,0.51,15433.03,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.56,154330316800.00,8116700000.00,53757300000.00,61572300000.00,12201300000.00,44958846000.00,3088200000.00,3372900000.00,22670100000.00,9380700000.00,13289400000.00,8954600000.00,5382400000.00,794200000.00,1551900000.00,553900000.00,2790400000.00,646902976.00,30810400000.00,4295600000.00,-284700000.00,0.64,0.06,0.17,46.00,238.45,11869619666.67,8468039666.67,210.00,210.00,210.00,210.00,,,,,,,,
GOLDENTOBC.NS,Golden Tobacco Limited,Consumer Defensive,Tobacco,GOLDENTOBC.NS,13.61,0.03,-1.00,0.00,-1.00,-1.00,-3.74,5.13,-1.00,4.74,-1.00,-1.00,-1.00,101.00,-1.00,2.01,-1.00,-1.00,-1.00,-1.00,2.11,0.05,76296000.00,-1504000.00,-1504000.00,-0.02,-1.00,12.29,0.00,,inf,1.76,35.26,620886288.00,1.90,77692000.00,82000.00,82000.00,-1586000.00,-2.08,-1586000.00,-2.08,0.00,62.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1.05,620886272.00,76296000.00,367993000.00,1486068000.00,3525404000.00,-1.00,20000000.00,6428000.00,153013000.00,3525404000.00,-3372391000.00,-1504000.00,82000.00,0.00,4651000.00,42435000.00,40000.00,17608800.00,77692000.00,0.00,13572000.00,0.62,0.00,0.00,0.00,35.26,-1.00,-1.00,,,,,,,,,,,,
GMRP&UI.NS,GMR Power And Urban Infra Limited,Energy,Thermal Coal,GMRP&UI.NS,49.04,1.26,-3.52,15.65,5.42,-55.79,-121.66,7.78,34.63,0.77,5.97,14.24,0.00,100.00,20.53,64.42,14.24,5.97,20.53,100.00,0.69,2.16,18497500000.00,28327400000.00,69679700000.00,3.77,7.28,17.43,-1.00,,-1.00,71.48,113.78,81334036439.04,1.28,84109200000.00,1615500000.00,2703200000.00,26711900000.00,188.44,25624200000.00,180.77,0.00,8134.79,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.94,81347919872.00,14175300000.00,63439700000.00,169867300000.00,162690000000.00,-29172200000.00,102592800000.00,6942400000.00,72174600000.00,62935200000.00,9239400000.00,28327400000.00,2703200000.00,0.00,6515000000.00,15710100000.00,383800000.00,714835968.00,79056600000.00,5052600000.00,95650400000.00,0.71,0.05,0.19,21.00,113.78,24187033333.33,8324300000.00,170.00,169.00,169.50,169.50,,,,,,,,
